,stop_id,stop_code,stop_name,stop_desc,lat,lng,zone_id,node_id
295,529,60529,San Antonio & Almond,,37.3851122,-122.11431509999998,1,65671486
296,686,60686,San Antonio & Angela,,37.38263436,-122.11402920000002,1,1750841459
297,530,60530,San Antonio & Edith,,37.38205437,-122.114326,1,272197379
298,527,60527,San Antonio & Pine,,37.39200433,-122.1142819,1,272167563
299,689,60689,San Antonio & Arbuelo,,37.39210077,-122.1140471,1,262658482
300,501,60501,El Camino & San Antonio,,37.40190935,-122.11449920000001,1,86487243
301,691,60691,San Antonio & El Camino,,37.401591,-122.113198,1,2282795502
302,525,60525,San Antonio & El Camino,,37.40072476,-122.1141162,1,247156981
303,346,60346,El Camino & San Antonio,,37.40091794,-122.1132783,1,206353463
304,526,60526,San Antonio & Portola,,37.39691954,-122.1144011,1,518348599
305,690,60690,San Antonio & Portola,,37.3970232,-122.11415159999999,1,262658542
306,502,60502,El Camino & Cesano,,37.40460662,-122.11791709999999,1,206352840
307,345,60345,El Camino & Los Altos,,37.40425484,-122.1179764,1,206352842
308,692,60692,San Antonio & Miller,,37.404629,-122.111378,1,2371002852
309,4403,64403,Charleston & Alma,,37.41519226,-122.11784270000001,1,65548401
310,4331,64331,Charleston & Park,,37.41398489,-122.11945790000001,1,1440068226
311,4405,64405,Charleston & Nelson,,37.41903981,-122.11163940000002,1,2104892866
312,4329,64329,Charleston & Stevenson House,,37.41854589,-122.11290120000001,1,65578309
313,1585,61585,Middlefield & Adobe Creek,,37.42177975,-122.111723,1,65495780
314,4330,64330,Charleston & Wright,,37.41577577,-122.1174289,1,65548401
315,4404,64404,Charleston & Mumford,,37.41642463,-122.1164452,1,65578305
316,5030,65030,East Charleston & Carlson,,37.41783773,-122.1142395,1,65578308
317,5031,65031,East Charleston & Carlson,,37.4174314,-122.1146762,1,65547522
318,1546,61546,Middlefield & Ames,,37.42700578,-122.1190322,1,2438092064
319,1582,61582,Middlefield & Ashton,,37.4264389,-122.1184177,1,65495768
320,1584,61584,Middlefield & Mayview,,37.42272903,-122.1125609,1,518779439
321,1544,61544,Middlefield & Mayview,,37.42291643,-122.11254380000001,1,518779439
322,1545,61545,Middlefield & Meadow,,37.42452552,-122.11510520000002,1,65495774
323,1583,61583,Middlefield & Meadow,,37.42383016,-122.1142909,1,65495774
324,4431,64431,Meadow & Cowper,,37.42278591,-122.11730049999998,1,2600576911
325,5622,65622,Meadow & Middlefield,,37.424545,-122.114252,1,65495774
326,5623,65623,Meadow & Cowper,,37.423056,-122.117093,1,2600576914
327,5624,65624,Meadow & Middlefield,,37.424263,-122.11453799999998,1,65495774
328,5625,65625,Meadow & Ross,,37.425798,-122.111877,1,65525930
329,5635,65635,Meadow & Ross,,37.425761,-122.111704,1,65525930
330,4302,64302,Louis & Elbridge,,37.43508687,-122.1196494,1,65450619
331,4303,64303,Louis & Loma Verde,,37.43288541,-122.1161595,1,65496777
332,4304,64304,Louis & Greer,,37.43035485,-122.1121517,1,65496788
333,4241,64241,Louis & Elbridge,,37.43522225,-122.1196859,1,65496770
334,4240,64240,Louis & Loma Verde,,37.43306383,-122.11625690000001,1,65496777
335,4239,64239,Louis & Greer,,37.43040682,-122.1120429,1,65496788
336,2143,62143,El Monte & Giffin,,37.37181164,-122.1097291,1,65503167
337,2131,62131,El Monte & Covington,,37.37228638,-122.10906029999998,1,65503160
338,2133,62133,El Monte & Hawthorne,,37.37798146,-122.1038203,1,2636286228
339,2141,62141,El Monte & Hawthorne,,37.3775234,-122.10445619999999,1,2636286222
340,2142,62142,El Monte & De Anza,,37.37509897,-122.10675559999999,1,345502033
341,2132,62132,El Monte & San Luis,,37.37510365,-122.1066341,1,345502033
342,1540,61540,California & Ortega,,37.40155058,-122.10434609999999,1,65664816
